876.835	1.05	4.94	5.20	1.07	1.15	1.24	23.8	5	83.0
876.979	0.98	4.93	4.83	1.06	1.11	1.18	24.5	5	83.5
877.039	0.98	4.94	4.84	1.08	1.10	1.19	24.6	5	83.5
877.142	0.92	4.94	4.57	1.09	1.11	1.21	26.5	5	83.5
877.286	0.98	4.93	4.82	1.07	1.13	1.21	25.0	5	84.0
877.346	0.93	4.93	4.59	1.04	1.10	1.14	24.8	5	84.0
877.449	0.87	4.93	4.29	1.05	1.07	1.12	26.1	5	84.0
877.593	1.04	4.93	5.14	1.04	1.06	1.10	21.5	5	84.5
877.653	0.96	4.93	4.74	1.03	1.03	1.06	22.4	5	84.5
877.756	0.90	4.92	4.42	1.02	1.03	1.05	23.8	5	84.5
877.900	0.92	4.93	4.54	1.00	1.04	1.04	23.0	5	85.0
877.960	1.01	4.93	4.96	0.98	1.02	1.01	20.3	5	85.0
878.063	1.01	4.93	4.99	0.99	0.99	0.97	19.5	5	85.0
878.207	0.93	4.93	4.57	0.99	0.99	0.98	21.4	5	85.5
878.267	0.91	4.94	4.51	0.96	0.99	0.94	20.9	5	85.5
878.370	0.88	4.93	4.32	0.96	0.99	0.95	21.9	5	85.5
878.514	0.81	4.94	4.00	0.97	0.98	0.95	23.8	5	85.5
878.574	0.73	4.93	3.62	0.97	0.97	0.94	25.8	5	86.0
878.677	0.71	4.94	3.52	0.94	0.95	0.90	25.5	5	86.0
878.821	0.83	4.93	4.07	0.96	0.95	0.92	22.5	5	86.0
878.881	0.86	4.92	4.24	0.95	0.95	0.90	21.2	5	86.5
878.984	0.77	4.93	3.79	0.93	0.94	0.87	22.9	5	86.5
879.128	0.79	4.94	3.89	0.90	0.92	0.83	21.3	5	86.5
879.188	0.85	4.94	4.21	0.89	0.89	0.79	18.8	5	87.0
879.291	0.73	4.94	3.60	0.87	0.90	0.79	21.9	5	87.0
879.435	0.74	4.94	3.64	0.85	0.91	0.77	21.2	5	87.0
879.495	0.71	4.94	3.50	0.84	0.87	0.73	20.9	5	87.5
879.598	0.72	4.93	3.57	0.82	0.85	0.69	19.4	5	87.5
879.742	0.75	4.94	3.72	0.82	0.87	0.72	19.4	5	87.5
879.802	0.86	4.95	4.26	0.82	0.85	0.69	16.3	5	88.0
879.905	0.78	4.94	3.85	0.80	0.86	0.69	17.8	5	88.0
880.049	0.80	4.93	3.93	0.79	0.83	0.65	16.5	5	88.0
880.109	0.75	4.93	3.69	0.78	0.84	0.65	17.6	5	88.5
880.212	0.83	4.93	4.08	0.78	0.83	0.64	15.7	5	88.5
880.356	0.83	4.94	4.08	0.76	0.79	0.60	14.8	5	88.5
880.416	0.74	4.94	3.68	0.77	0.79	0.61	16.5	5	89.0
880.519	0.73	4.94	3.61	0.73	0.77	0.57	15.7	5	89.0
880.663	0.84	4.93	4.14	0.74	0.81	0.60	14.4	5	89.0
880.723	0.86	4.93	4.24	0.73	0.80	0.58	13.8	5	89.5
880.826	0.76	4.94	3.73	0.72	0.78	0.56	15.1	5	89.5
880.970	0.86	4.94	4.26	0.71	0.75	0.53	12.5	5	89.5
881.030	0.76	4.94	3.75	0.71	0.75	0.53	14.2	5	89.5
881.133	0.76	4.93	3.73	0.69	0.70	0.48	13.0	5	90.0
881.277	0.75	4.94	3.69	0.68	0.71	0.48	13.0	5	90.0
881.337	0.72	4.94	3.55	0.67	0.71	0.48	13.5	5	90.0
881.440	0.81	4.94	4.01	0.65	0.68	0.44	11.1	5	90.5
881.584	0.76	4.94	3.78	0.65	0.70	0.46	12.1	5	90.5
881.644	0.72	4.95	3.54	0.65	0.70	0.45	12.8	5	90.5
881.747	0.80	4.94	3.92	0.62	0.67	0.42	10.6	5	91.0
881.891	0.70	4.94	3.48	0.59	0.66	0.39	11.2	5	91.0
881.951	0.73	4.94	3.61	0.60	0.67	0.40	11.1	5	91.0
882.054	0.67	4.93	3.31	0.57	0.66	0.38	11.4	5	91.5
882.198	0.62	4.93	3.06	0.58	0.67	0.39	12.7	5	91.5
882.258	0.62	4.92	3.04	0.57	0.65	0.37	12.2	5	91.5
882.361	0.63	4.93	3.11	0.57	0.63	0.36	11.5	5	92.0
882.505	0.67	4.93	3.31	0.55	0.65	0.35	10.7	5	92.0
882.565	0.65	4.93	3.20	0.53	0.63	0.33	10.4	5	92.0
882.668	0.72	4.94	3.55	0.52	0.61	0.32	8.9	5	92.5
882.812	0.51	4.95	2.51	0.53	0.62	0.33	13.2	5	92.5
882.872	0.57	4.94	2.80	0.53	0.62	0.33	11.8	5	92.5
882.975	0.56	4.93	2.74	0.52	0.62	0.32	11.7	5	93.0
883.119	0.52	4.93	2.56	0.49	0.59	0.29	11.3	5	93.0
883.179	0.60	4.94	2.97	0.49	0.59	0.29	9.9	5	93.0
883.282	0.65	4.93	3.19	0.50	0.58	0.29	9.1	5	93.5
883.426	0.68	4.93	3.36	0.45	0.55	0.25	7.3	5	93.5
883.486	0.65	4.93	3.23	0.45	0.55	0.25	7.7	5	93.5
883.589	0.65	4.94	3.21	0.45	0.50	0.22	6.9	5	94.0
883.733	0.59	4.94	2.90	0.44	0.51	0.22	7.7	5	94.0
883.793	0.57	4.93	2.82	0.43	0.52	0.22	8.0	5	94.0
883.896	0.53	4.93	2.60	0.40	0.51	0.20	7.8	5	94.5
884.040	0.43	4.93	2.11	0.40	0.52	0.21	9.8	5	94.5
884.100	0.56	4.93	2.77	0.41	0.50	0.20	7.3	5	94.5
884.203	0.55	4.93	2.71	0.40	0.50	0.20	7.4	5	95.0
884.347	4.35	4.45	19.37	0.37	0.45	0.17	0.9	5	0.0
884.407	18.63	2.67	49.73	0.23	0.38	0.09	0.2	5	0.0
884.510	32.80	0.92	30.06	0.09	0.27	0.03	0.1	5	0.0
884.654	37.82	0.30	11.32	0.06	0.25	0.01	0.1	5	0.0
884.714	38.52	0.22	8.31	0.05	0.24	0.01	0.1	5	0.5
884.817	39.02	0.15	5.96	0.02	0.25	0.00	0.1	5	0.5
884.961	39.22	0.12	4.89	0.06	0.23	0.01	0.3	5	0.5
885.021	39.23	0.12	4.87	0.24	0.38	0.09	1.9	5	1.0
885.124	39.26	0.12	4.83	0.47	0.55	0.26	5.3	5	1.0
885.268	39.18	0.13	4.98	0.59	0.71	0.42	8.3	5	1.0
885.328	39.25	0.13	5.21	0.65	0.77	0.50	9.6	5	1.5
885.431	39.24	0.14	5.39	0.74	0.80	0.59	11.0	5	1.5
1776.295	38.89	0.09	3.53	0.05	0.20	0.01	0.3	5	0.0
1776.355	38.89	0.09	3.41	0.05	0.21	0.01	0.3	5	0.0
1776.458	38.87	0.09	3.45	0.05	0.19	0.01	0.3	5	0.0
1776.602	38.74	0.09	3.52	0.04	0.19	0.01	0.2	5	0.5
1776.662	38.67	0.09	3.36	0.03	0.20	0.01	0.2	5	0.5
1776.765	38.76	0.09	3.39	0.04	0.21	0.01	0.2	5	0.5
1776.909	38.72	0.10	3.93	0.10	0.32	0.03	0.8	5	1.0
1776.969	38.77	0.10	3.80	0.24	0.48	0.12	3.0	5	1.0
1777.072	38.74	0.10	3.95	0.31	0.58	0.18	4.6	5	1.0
1777.216	38.80	0.12	4.50	0.37	0.66	0.25	5.5	5	1.5
1777.276	38.74	0.12	4.77	0.44	0.74	0.32	6.8	5	1.5
1777.379	38.77	0.13	4.90	0.44	0.80	0.36	7.3	5	1.5
1777.523	38.78	0.12	4.52	0.52	0.88	0.45	10.1	5	2.0
1777.583	38.76	0.13	4.88	0.59	1.00	0.59	12.1	5	2.0
1777.686	38.75	0.12	4.82	0.65	1.11	0.72	15.0	5	2.0
1777.830	38.72	0.13	5.11	0.67	1.15	0.77	15.2	5	2.5
1777.890	38.63	0.15	5.64	0.78	1.32	1.03	18.4	5	2.5
1777.993	38.70	0.16	6.04	0.86	1.48	1.28	21.2	5	2.5
1778.137	38.76	0.15	5.93	0.91	1.57	1.43	24.0	5	2.5
1778.197	38.61	0.16	6.28	0.97	1.66	1.60	25.5	5	3.0
1778.300	38.57	0.17	6.58	1.04	1.80	1.87	28.4	5	3.0
1778.444	38.65	0.17	6.52	1.08	1.90	2.05	31.4	5	3.0
1778.504	38.60	0.18	6.92	1.14	1.98	2.26	32.7	5	3.5
1778.607	38.61	0.20	7.66	1.20	2.06	2.47	32.3	5	3.5
1778.751	38.61	0.21	8.10	1.23	2.15	2.65	32.7	5	3.5
1778.811	38.67	0.21	8.14	1.27	2.20	2.80	34.4	5	4.0
1778.914	38.67	0.22	8.49	1.34	2.27	3.05	35.9	5	4.0
1779.058	38.55	0.23	8.87	1.34	2.31	3.10	34.9	5	4.0
1779.118	38.43	0.24	9.17	1.38	2.37	3.26	35.6	5	4.5
1779.221	38.44	0.25	9.65	1.46	2.44	3.55	36.8	5	4.5
1779.365	38.57	0.26	10.14	1.48	2.50	3.71	36.6	5	4.5
1779.425	38.58	0.26	10.21	1.50	2.54	3.81	37.4	5	5.0
1779.528	38.57	0.27	10.54	1.59	2.68	4.25	40.3	5	5.0
1779.672	38.57	0.28	10.86	1.64	2.71	4.45	41.0	5	5.0
1779.732	38.47	0.28	10.84	1.69	2.75	4.65	43.0	5	5.5
1779.835	38.39	0.30	11.41	1.74	2.92	5.09	44.6	5	5.5
1779.979	38.49	0.31	11.95	1.77	2.99	5.29	44.3	5	5.5
1780.039	38.53	0.31	11.78	1.77	2.99	5.29	44.9	5	6.0
1780.142	38.41	0.34	13.16	1.90	3.19	6.05	46.0	5	6.0
1780.286	38.42	0.36	13.99	1.91	3.36	6.42	45.9	5	6.0
1780.346	38.37	0.35	13.50	1.92	3.39	6.51	48.2	5	6.0
1780.449	38.33	0.39	15.07	2.01	3.58	7.20	47.8	5	6.5
1780.593	38.18	0.40	15.40	2.06	3.74	7.70	50.0	5	6.5
1780.653	38.21	0.41	15.83	2.08	3.74	7.76	49.0	5	6.5
1780.756	38.20	0.45	17.05	2.19	3.92	8.59	50.4	5	7.0
1780.900	38.19	0.48	18.16	2.24	4.14	9.27	51.1	5	7.0
1780.960	38.22	0.48	18.29	2.23	4.16	9.25	50.6	5	7.0
1781.063	38.10	0.49	18.74	2.33	4.29	9.98	53.3	5	7.5
1781.207	38.03	0.53	20.10	2.39	4.44	10.59	52.7	5	7.5
1781.267	38.05	0.53	20.18	2.39	4.45	10.64	52.7	5	7.5
1781.371	38.03	0.57	21.78	2.46	4.70	11.58	53.1	5	8.0
1781.515	37.99	0.60	22.63	2.54	4.86	12.34	54.5	5	8.0
1781.575	37.84	0.60	22.89	2.53	4.94	12.51	54.7	5	8.0
1781.679	37.87	0.65	24.71	2.60	5.12	13.31	53.9	5	8.5
1781.824	37.82	0.67	25.44	2.63	5.30	13.95	54.8	5	8.5
1781.884	37.78	0.68	25.68	2.63	5.29	13.92	54.2	5	8.5
1781.987	37.67	0.73	27.35	2.72	5.47	14.88	54.4	5	9.0
1782.132	37.66	0.76	28.63	2.78	5.71	15.88	55.5	5	9.0
1782.192	37.60	0.76	28.71	2.80	5.77	16.16	56.3	5	9.0
1782.296	37.54	0.80	30.07	2.83	5.99	16.93	56.3	5	9.5
1782.441	37.34	0.86	32.20	2.91	6.23	18.14	56.3	5	9.5
1782.501	37.34	0.86	32.15	2.92	6.23	18.19	56.6	5	9.5
1782.605	37.21	0.90	33.40	2.96	6.36	18.85	56.4	5	10.0
1782.750	37.21	0.95	35.30	3.00	6.61	19.85	56.2	5	10.0
1782.810	37.28	0.96	35.71	3.01	6.64	20.02	56.1	5	10.0
1782.914	37.13	1.01	37.35	3.07	6.80	20.89	55.9	5	10.5
1783.059	36.95	1.06	39.25	3.18	7.05	22.42	57.1	5	10.5
1783.119	36.96	1.06	39.28	3.19	7.11	22.65	57.7	5	10.5
1783.223	36.90	1.10	40.54	3.21	7.26	23.31	57.5	5	11.0
1783.368	36.78	1.15	42.31	3.29	7.45	24.51	57.9	5	11.0
1783.428	36.78	1.16	42.58	3.30	7.47	24.61	57.8	5	11.0
1783.532	36.72	1.18	43.51	3.35	7.58	25.37	58.3	5	11.5
1783.677	36.69	1.25	45.87	3.45	7.78	26.83	58.5	5	11.5
1783.737	36.68	1.26	46.18	3.47	7.79	27.06	58.6	5	11.5
1783.841	36.57	1.29	47.20	3.55	7.86	27.92	59.2	5	12.0
1783.986	36.51	1.33	48.67	3.64	7.99	29.10	59.8	5	12.0
1784.046	36.43	1.33	48.54	3.65	7.97	29.08	59.9	5	12.0
1784.150	36.44	1.32	48.19	3.73	7.78	29.01	60.2	5	12.5
1784.295	36.52	1.29	47.28	3.99	7.37	29.42	62.2	5	12.5
1784.355	36.61	1.24	45.48	4.12	6.98	28.71	63.1	5	12.5
1784.459	36.90	1.12	41.30	4.33	6.32	27.32	66.1	5	13.0
1784.604	37.05	1.03	38.01	4.63	5.60	25.91	68.1	5	13.0
1784.664	37.23	0.98	36.38	4.70	5.35	25.15	69.1	5	13.0
1784.768	37.24	0.94	34.96	4.78	5.02	24.00	68.7	5	13.5
1784.913	37.34	0.93	34.84	4.99	4.89	24.41	70.1	5	13.5
1784.973	37.36	0.91	34.01	5.03	4.79	24.06	70.7	5	13.5
1785.077	37.39	0.90	33.69	5.07	4.70	23.81	70.7	5	14.0
1785.222	37.31	0.92	34.46	5.27	4.55	23.96	69.5	5	14.0
1785.282	37.34	0.95	35.59	5.22	4.78	24.93	70.1	5	14.0
1785.386	37.32	0.93	34.69	5.20	4.83	25.12	72.4	5	14.0
1785.531	37.30	0.95	35.36	5.48	4.65	25.45	72.0	5	14.5
1785.591	37.19	0.92	34.26	5.55	4.48	24.86	72.5	5	14.5
1785.695	37.00	0.94	34.90	5.56	4.50	25.04	71.8	5	14.5
1785.840	37.28	0.97	36.04	5.73	4.45	25.54	70.9	5	15.0
1785.900	37.28	0.96	35.81	5.75	4.47	25.71	71.8	5	15.0
1786.004	37.25	0.95	35.36	5.76	4.44	25.58	72.3	5	15.0
1786.149	37.28	0.99	36.89	5.95	4.49	26.71	72.4	5	15.5
1786.209	37.35	0.98	36.77	5.98	4.44	26.53	72.2	5	15.5
1786.313	37.32	0.97	36.25	6.02	4.43	26.63	73.5	5	15.5
1786.458	37.07	1.06	39.15	6.15	4.60	28.26	72.2	5	16.0
1786.518	36.99	1.05	38.79	6.23	4.47	27.84	71.8	5	16.0
1786.622	37.12	1.02	37.82	6.24	4.48	27.96	73.9	5	16.0
1786.767	36.94	1.08	39.72	6.39	4.56	29.11	73.3	5	16.5
1786.827	36.95	1.07	39.37	6.41	4.53	29.00	73.7	5	16.5
1786.931	37.03	1.06	39.17	6.43	4.54	29.20	74.5	5	16.5
1787.076	36.88	1.10	40.58	6.60	4.59	30.30	74.7	5	17.0
1787.136	36.77	1.13	41.66	6.64	4.63	30.72	73.8	5	17.0
1787.240	36.94	1.09	40.08	6.71	4.45	29.83	74.4	5	17.0
1787.385	36.80	1.15	42.35	6.78	4.72	32.00	75.6	5	17.5
1787.445	36.76	1.17	43.11	6.82	4.73	32.27	74.9	5	17.5
1787.549	36.80	1.15	42.14	6.84	4.72	32.28	76.6	5	17.5
1787.694	36.70	1.22	44.64	6.97	4.95	34.54	77.4	5	18.0
1787.754	36.70	1.21	44.58	6.98	5.08	35.47	79.6	5	18.0
1787.858	36.60	1.24	45.44	7.01	5.08	35.61	78.4	5	18.0
1788.003	36.68	1.25	45.85	7.25	4.80	34.76	75.8	5	18.5
1788.063	36.64	1.25	45.86	7.31	4.74	34.61	75.5	5	18.5
1788.167	36.58	1.26	46.27	7.37	4.66	34.39	74.3	5	18.5
1788.312	36.82	1.30	47.77	7.43	4.82	35.86	75.1	5	19.0
1788.372	36.64	1.31	48.18	7.54	4.76	35.87	74.4	5	19.0
1788.476	36.64	1.29	47.25	7.55	4.72	35.62	75.4	5	19.0
1788.621	36.40	1.35	49.00	7.65	4.89	37.38	76.3	5	19.5
1788.681	36.38	1.35	49.14	7.71	4.82	37.18	75.7	5	19.5
1788.785	36.37	1.36	49.33	7.78	4.77	37.06	75.1	5	19.5
1788.930	36.21	1.40	50.52	7.88	4.93	38.85	76.9	5	20.0
1788.990	36.10	1.41	51.07	7.91	4.89	38.72	75.8	5	20.0
1789.094	36.21	1.39	50.50	7.92	4.94	39.10	77.4	5	20.0
1789.239	36.06	1.45	52.29	8.03	5.07	40.74	77.9	5	20.5
1789.299	35.98	1.47	52.78	8.13	4.99	40.56	76.8	5	20.5
1789.403	35.99	1.45	52.35	8.22	4.92	40.46	77.3	5	20.5
1789.548	35.92	1.50	53.83	8.27	4.93	40.78	75.8	5	21.0
1789.608	35.93	1.49	53.45	8.35	4.97	41.55	77.7	5	21.0
1789.712	35.94	1.51	54.37	8.43	4.92	41.46	76.3	5	21.0
1789.857	35.81	1.56	55.79	8.51	5.06	43.03	77.1	5	21.5
1789.917	35.67	1.58	56.51	8.56	5.06	43.32	76.7	5	21.5
1790.021	35.68	1.58	56.54	8.55	5.18	44.27	78.3	5	21.5
1790.166	35.58	1.62	57.74	8.73	5.14	44.93	77.8	5	22.0
1790.226	35.53	1.64	58.23	8.80	5.07	44.56	76.5	5	22.0
1790.330	35.46	1.65	58.51	8.79	5.25	46.17	78.9	5	22.0
1790.475	35.37	1.67	59.19	8.84	5.30	46.87	79.2	5	22.5
1790.535	35.27	1.69	59.63	8.96	5.06	45.35	76.1	5	22.5
1790.639	34.89	1.76	61.27	9.01	5.19	46.80	76.4	5	22.5
1790.784	34.93	1.77	61.90	8.85	5.78	51.13	82.6	5	23.0
1790.844	34.73	1.80	62.44	9.00	5.62	50.64	81.1	5	23.0
1790.948	35.04	1.77	62.00	9.12	5.35	48.73	78.6	5	23.0
1791.093	34.95	1.79	62.49	9.21	5.16	47.54	76.1	5	23.5
1791.153	34.59	1.83	63.30	9.27	5.25	48.67	76.9	5	23.5
1791.257	34.39	1.85	63.67	9.29	5.17	48.02	75.4	5	23.5
1791.402	34.19	1.84	62.97	9.37	5.26	49.26	78.2	5	24.0
1791.462	34.05	1.86	63.47	9.37	5.34	50.08	78.9	5	24.0
1791.566	34.05	1.87	63.64	9.39	5.22	49.01	77.0	5	24.0
1791.711	33.72	1.90	63.96	9.38	5.45	51.15	80.0	5	24.5
1791.771	33.38	1.92	64.01	9.33	5.51	51.45	80.4	5	24.5
1791.875	33.14	1.93	63.84	9.47	5.27	49.91	78.2	5	24.5
1792.020	32.79	1.94	63.69	9.44	5.29	49.95	78.4	5	25.0
1792.080	32.37	1.94	62.85	9.33	5.45	50.84	80.9	5	25.0
1792.184	31.83	1.95	61.98	9.34	4.96	46.31	74.7	5	25.0
1792.329	31.61	1.95	61.73	9.10	5.77	52.55	85.1	5	25.5
1792.389	31.25	1.95	61.07	9.04	5.81	52.54	86.0	5	25.5
1792.493	30.56	1.96	59.91	9.08	5.12	46.53	77.7	5	25.5
1792.638	29.90	1.96	58.48	8.88	5.24	46.51	79.5	5	26.0
1792.698	29.19	1.96	57.30	8.84	5.04	44.60	77.8	5	26.0
1792.802	28.50	1.96	55.86	8.64	5.22	45.13	80.8	5	26.0
1792.947	27.86	1.97	54.82	8.47	5.11	43.26	78.9	5	26.5
1793.007	27.22	1.97	53.58	8.37	5.08	42.57	79.5	5	26.5
1793.111	26.41	1.97	51.95	8.18	4.95	40.48	77.9	5	26.5
1793.256	25.74	1.97	50.80	7.94	5.05	40.14	79.0	5	26.5
1793.316	25.10	1.98	49.65	7.78	5.12	39.83	80.2	5	27.0
1793.420	24.22	1.98	47.91	7.65	4.68	35.81	74.7	5	27.0
1793.565	23.37	1.98	46.38	7.38	4.72	34.82	75.1	5	27.0
1793.625	22.81	1.98	45.16	7.27	4.69	34.10	75.5	5	27.5
1793.729	22.03	1.98	43.62	7.01	4.79	33.55	76.9	5	27.5
1793.874	21.04	1.99	41.81	6.71	4.70	31.55	75.5	5	27.5
1793.934	20.58	1.99	40.88	6.67	4.56	30.36	74.3	5	28.0
1794.038	19.61	1.99	38.96	6.38	4.63	29.53	75.8	5	28.0
1794.183	18.92	1.98	37.52	6.10	4.63	28.22	75.2	5	28.0
1794.243	18.21	1.99	36.23	5.97	4.42	26.36	72.7	5	28.5
1794.347	17.53	2.03	35.55	5.77	4.64	26.75	75.3	5	28.5
1794.492	17.28	2.14	36.89	5.54	4.82	26.70	72.4	5	28.5
1794.552	17.07	2.14	36.48	5.49	4.89	26.83	73.5	5	29.0
1794.656	16.67	2.22	37.00	5.49	4.96	27.27	73.7	5	29.0
1794.801	16.52	2.33	38.53	5.35	5.23	27.96	72.6	5	29.0
1794.861	16.49	2.26	37.34	5.43	5.10	27.71	74.2	5	29.5
1794.965	16.32	2.36	38.48	5.41	5.23	28.29	73.5	5	29.5
1795.110	16.27	2.42	39.31	5.39	5.34	28.79	73.2	5	29.5
1795.170	16.37	2.40	39.37	5.42	5.25	28.46	72.3	5	30.0
1795.274	16.33	2.43	39.76	5.50	5.22	28.73	72.3	5	30.0
1795.419	16.09	2.46	39.56	5.48	5.35	29.35	74.2	5	30.0
1795.479	16.10	2.48	39.89	5.47	5.37	29.38	73.6	5	30.5
1795.583	16.04	2.49	39.87	5.56	5.34	29.71	74.5	5	30.5
1795.728	16.05	2.51	40.24	5.61	5.30	29.76	73.9	5	30.5
1795.788	16.02	2.55	40.90	5.63	5.33	30.01	73.4	5	31.0
1795.892	16.01	2.60	41.67	5.64	5.44	30.66	73.6	5	31.0
1796.037	16.09	2.59	41.72	5.70	5.38	30.68	73.5	5	31.0
1796.097	16.19	2.56	41.46	5.75	5.28	30.36	73.2	5	31.0
1796.201	15.92	2.65	42.14	5.76	5.41	31.20	74.0	5	31.5
1796.346	16.00	2.68	42.87	5.81	5.41	31.42	73.3	5	31.5
1796.406	15.98	2.67	42.68	5.85	5.36	31.35	73.5	5	31.5
1796.510	15.93	2.70	43.06	5.88	5.43	31.94	74.2	5	32.0
1796.655	15.90	2.72	43.26	5.89	5.46	32.15	74.3	5	32.0
1796.715	15.94	2.69	42.89	5.93	5.42	32.14	74.9	5	32.0
1796.819	15.78	2.79	43.98	6.03	5.30	31.95	72.7	5	32.5
1796.964	15.73	2.80	44.12	6.01	5.46	32.80	74.4	5	32.5
1797.024	15.75	2.81	44.23	6.06	5.30	32.09	72.6	5	32.5
1797.128	15.81	2.70	42.69	6.24	5.17	32.28	75.6	5	33.0
1797.273	15.51	2.87	44.56	6.07	5.54	33.62	75.4	5	33.0
1797.333	15.69	2.80	43.90	6.17	5.39	33.26	75.8	5	33.0
1797.437	15.49	2.99	46.26	6.16	5.41	33.29	72.0	5	33.5
1797.582	15.55	2.94	45.79	6.05	5.97	36.07	78.8	5	33.5
1797.642	15.65	2.80	43.91	6.15	5.89	36.23	82.5	5	33.5
1797.746	15.74	2.76	43.42	6.28	5.75	36.06	83.1	5	34.0
1797.891	15.41	3.09	47.55	6.10	5.95	36.27	76.3	5	34.0
1797.951	15.47	3.04	47.01	6.26	5.56	34.80	74.0	5	34.0
1798.055	15.33	3.12	47.86	6.24	5.76	35.92	75.1	5	34.5
1798.200	15.42	3.10	47.81	6.43	5.49	35.30	73.8	5	34.5
1798.260	15.35	3.14	48.17	6.41	5.49	35.19	73.1	5	34.5
1798.364	15.39	3.10	47.74	6.48	5.48	35.54	74.4	5	35.0
1798.509	15.20	3.22	48.94	6.44	5.61	36.13	73.8	5	35.0
1798.569	15.31	3.15	48.18	6.51	5.57	36.25	75.2	5	35.0
1798.673	15.18	3.14	47.61	6.57	5.52	36.27	76.2	5	35.5
1798.818	15.18	3.20	48.61	6.59	5.54	36.51	75.1	5	35.5
1798.878	15.13	3.20	48.46	6.63	5.47	36.30	74.9	5	35.5
1798.982	15.06	3.28	49.32	6.64	5.51	36.54	74.1	5	36.0
1799.127	15.14	3.27	49.52	6.78	5.35	36.26	73.2	5	36.0
1799.187	14.94	3.28	49.04	6.71	5.52	37.03	75.5	5	36.0
1799.291	14.93	3.32	49.60	6.78	5.43	36.84	74.3	5	36.5
1799.436	14.81	3.39	50.29	6.80	5.50	37.43	74.4	5	36.5
1799.496	14.76	3.43	50.54	6.74	5.53	37.27	73.7	5	36.5
1799.600	14.66	3.44	50.37	6.76	5.64	38.12	75.7	5	37.0
1799.745	14.70	3.51	51.53	6.82	5.56	37.95	73.6	5	37.0
1799.805	14.85	3.47	51.55	6.83	5.59	38.21	74.1	5	37.0
1799.909	14.79	3.50	51.70	6.89	5.53	38.08	73.7	5	37.5
1800.054	14.58	3.58	52.18	6.85	5.72	39.19	75.1	5	37.5
1800.114	14.58	3.57	52.06	6.88	5.71	39.30	75.5	5	37.5
1800.218	14.42	3.61	52.07	6.94	5.62	38.96	74.8	5	38.0
1800.363	14.40	3.67	52.82	7.03	5.51	38.78	73.4	5	38.0
1800.423	14.29	3.69	52.80	6.95	5.64	39.20	74.3	5	38.0
1800.527	14.03	3.71	52.00	6.94	5.67	39.37	75.7	5	38.5
1800.672	14.30	3.80	54.30	6.96	5.72	39.80	73.3	5	38.5
1800.732	14.25	3.79	53.98	6.96	5.77	40.16	74.4	5	38.5
1800.836	14.16	3.82	54.07	7.00	5.74	40.18	74.3	5	39.0
1800.981	14.03	3.89	54.51	6.99	5.72	39.95	73.3	5	39.0
1801.041	14.04	3.87	54.37	7.03	5.68	39.89	73.4	5	39.0
1801.145	13.90	3.87	53.83	7.09	5.56	39.41	73.2	5	39.5
1801.290	13.85	3.95	54.75	7.04	5.73	40.36	73.7	5	39.5
1801.350	13.81	3.94	54.43	7.12	5.61	39.91	73.3	5	39.5
1801.454	13.80	3.93	54.27	7.03	5.82	40.93	75.4	5	40.0
1801.599	13.47	4.06	54.69	7.06	5.76	40.71	74.4	5	40.0
1801.659	13.57	4.03	54.68	7.09	5.76	40.88	74.8	5	40.0
1801.763	13.53	4.06	54.89	7.02	5.80	40.72	74.2	5	40.0
1801.908	13.35	4.12	54.99	7.04	5.75	40.47	73.6	5	40.5
1801.968	13.28	4.12	54.70	6.99	5.89	41.16	75.3	5	40.5
1802.072	13.23	4.16	55.03	7.00	5.83	40.79	74.1	5	40.5
1802.217	12.94	4.25	54.96	6.99	5.83	40.80	74.2	5	41.0
1802.277	12.93	4.26	55.06	6.99	5.83	40.75	74.0	5	41.0
1802.381	12.90	4.25	54.87	6.98	5.87	41.02	74.8	5	41.0
1802.526	12.85	4.29	55.09	6.99	5.77	40.33	73.2	5	41.5
1802.586	12.77	4.31	55.02	6.98	5.78	40.35	73.4	5	41.5
1802.690	12.87	4.29	55.27	7.02	5.82	40.87	73.9	5	41.5
1802.835	12.57	4.38	55.10	7.00	5.68	39.73	72.1	5	42.0
1802.895	12.47	4.39	54.70	6.99	5.73	40.10	73.3	5	42.0
1802.999	12.44	4.42	54.96	6.94	5.68	39.39	71.7	5	42.0
1803.144	12.33	4.49	55.34	6.83	5.79	39.56	71.5	5	42.5
1803.204	12.29	4.48	55.07	6.92	5.67	39.24	71.3	5	42.5
1803.308	12.08	4.49	54.24	6.88	5.60	38.54	71.0	5	42.5
1803.453	11.86	4.53	53.67	6.85	5.69	38.99	72.6	5	43.0
1803.513	11.93	4.51	53.85	6.87	5.71	39.25	72.9	5	43.0
1803.617	11.67	4.56	53.19	6.79	5.60	38.03	71.5	5	43.0
1803.762	11.58	4.59	53.11	6.71	5.85	39.26	73.9	5	43.5
1803.822	11.34	4.63	52.49	6.60	5.69	37.57	71.6	5	43.5
1803.926	11.39	4.62	52.63	6.72	5.48	36.82	70.0	5	43.5
1804.071	11.05	4.66	51.43	6.51	5.49	35.76	69.5	5	44.0
1804.131	11.09	4.66	51.65	6.59	5.43	35.75	69.2	5	44.0
1804.235	10.95	4.67	51.07	6.54	5.33	34.83	68.2	5	44.0
1804.380	10.69	4.69	50.12	6.48	5.52	35.75	71.3	5	44.5
1804.440	10.39	4.71	48.96	6.27	5.64	35.36	72.2	5	44.5
1804.544	10.09	4.73	47.70	6.17	5.64	34.79	72.9	5	44.5
